Our_ID,Species,City_Name,State_ID,Day,Month,Year,State_Name,Latitude,Longitude
522,Progne subis,Juruti,PA,17,9,2002,Pará,-2.155253,-56.09499769
523,Progne subis,Humaitá,AM,17,10,1991,Amazonas,-7.51222495,-63.02669802
524,Progne subis,Manaus,AM,26,8,1996,Amazonas,-3.13469149,-60.02333518
525,Progne subis,Manaus,AM,26,8,1996,Amazonas,-3.13469149,-60.02333518
526,Progne subis,Manaus,AM,9,12,1997,Amazonas,-3.13469149,-60.02333518
527,Progne subis,Manaus,AM,9,12,1997,Amazonas,-3.13469149,-60.02333518
528,Progne subis,Manaus,AM,9,12,1997,Amazonas,-3.13469149,-60.02333518
529,Progne subis,Manaus,AM,9,12,1997,Amazonas,-3.13469149,-60.02333518
530,Progne subis,Manaus,AM,26,2,1998,Amazonas,-3.13469149,-60.02333518
531,Progne subis,Manaus,AM,26,2,1998,Amazonas,-3.13469149,-60.02333518
532,Progne subis,Manaus,AM,30,5,1998,Amazonas,-3.13469149,-60.02333518
533,Progne subis,Marabá,PA,28,2,2009,Pará,-5.35260576,-49.14202533
534,Progne subis,Marabá,PA,11,12,2009,Pará,-5.35260576,-49.14202533
535,Progne subis,Marabá,PA,1,12,2009,Pará,-5.35260576,-49.14202533
536,Progne subis,Marabá,PA,13,4,2009,Pará,-5.35260576,-49.14202533
537,Progne subis,Marabá,PA,13,4,2009,Pará,-5.35260576,-49.14202533
538,Progne subis,Conceição da Barra,ES,22,12,1972,Espírito Santo,-18.5984623,-39.72747442
539,Progne subis,Conceição da Barra,ES,22,12,1972,Espírito Santo,-18.5984623,-39.72747442
540,Progne subis,Conceição da Barra,ES,22,12,1972,Espírito Santo,-18.5984623,-39.72747442
541,Progne subis,Linhares,ES,16,12,1970,Espírito Santo,-19.39810593,-40.0653058
542,Progne subis,Conceição da Barra,ES,22,12,1970,Espírito Santo,-18.5984623,-39.72747442
543,Progne subis,Linhares,ES,16,12,1970,Espírito Santo,-19.39810593,-40.0653058
544,Progne subis,Conceição da Barra,ES,22,12,1972,Espírito Santo,-18.5984623,-39.72747442
545,Progne subis,Linhares,ES,4,4,2005,Espírito Santo,-19.39810593,-40.0653058
546,Progne subis,São José do Rio Preto,SP,1,12,1983,São Paulo,-20.8126365,-49.38134769
547,Progne subis,São José do Rio Preto,SP,2,1,1984,São Paulo,-20.8126365,-49.38134769
548,Progne subis,São José do Rio Preto,SP,6,3,1984,São Paulo,-20.8126365,-49.38134769
549,Progne subis,São José do Rio Preto,SP,2,1,1984,São Paulo,-20.8126365,-49.38134769
550,Progne subis,São José do Rio Preto,SP,1,12,1983,São Paulo,-20.8126365,-49.38134769
551,Progne subis,São José do Rio Preto,SP,1,12,1983,São Paulo,-20.8126365,-49.38134769
552,Progne subis,São José do Rio Preto,SP,2,1,1984,São Paulo,-20.8126365,-49.38134769
553,Progne subis,,AM,17,10,1925,Amazonas,,
554,Progne subis,,AM,20,10,1925,Amazonas,,
555,Progne subis,,AM,26,9,1925,Amazonas,,
556,Progne subis,,AM,26,9,1925,Amazonas,,
557,Progne subis,,PA,23,12,1919,Pará,,
558,Progne subis,,AM,26,9,1925,Amazonas,,
559,Progne subis,,AM,17,10,1925,Amazonas,,
560,Progne subis,,AM,18,10,1925,Amazonas,,
561,Progne subis,Exu,PE,17,12,1973,Pernambuco,-7.516307,-39.72272834
562,Progne subis,Búzios,RJ,4,5,1975,Rio de Janeiro,,
563,Progne subis,Cáceres,MT,9,2,1986,Mato Grosso,-16.07409563,-57.67476231
564,Progne subis,Altos,PI,7,3,1998,Piauí,-5.03654643,-42.46094804
565,Progne subis,Vilhena,RO,24,9,2014,Rondônia,-12.74137347,-60.13858387
566,Pygochelidon cyanoleuca,Porto Alegre,RS,11,1,1977,Rio Grande do Sul,-30.03003677,-51.22866046
567,Pygochelidon cyanoleuca,Porto Alegre,RS,27,10,1977,Rio Grande do Sul,-30.03003677,-51.22866046
568,Progne chalybea,Gravataí,RS,31,10,1976,Rio Grande do Sul,-29.94551891,-50.99079297
569,Progne subis,Araçatuba,SP,26,1,2004,São Paulo,-21.205476,-50.43922607
570,Progne subis,Rinópolis,SP,26,1,2004,São Paulo,-21.727891,-50.72483832
571,Progne subis,Novo Horizonte,SP,23,1,2004,São Paulo,-12.80199736,-42.16778845
572,Progne subis,Barbalha,CE,19,1,2019,Ceará,-7.30717213,-39.30231637
573,Progne subis,Barbalha,CE,19,1,2019,Ceará,-7.30717213,-39.30231637
574,Progne subis,Luís Eduardo Magalhães,BA,9,2,2019,Bahia,-12.07837226,-45.80046441
575,Progne subis,Conceição da Barra,ES,14,2,2019,Espírito Santo,-18.5984623,-39.72747442
576,Progne subis,Conceição da Barra,ES,14,2,2019,Espírito Santo,-18.5984623,-39.72747442
577,Progne subis,Conceição da Barra,ES,14,2,2019,Espírito Santo,-18.5984623,-39.72747442
578,Progne subis,Três Lagoas,MS,18,2,2019,Mato Grosso do Sul,-20.78867916,-51.71000063
579,Progne subis,Canaã dos Carajás,PA,19,2,2019,Pará,-6.53219662,-49.84895843
580,Progne subis,Canaã dos Carajás,PA,20,2,2019,Pará,-6.53219662,-49.84895843
581,Progne subis,Exu,PE,3,2,2001,Pernambuco,-7.516307,-39.72272834
582,Progne subis,Exu,PE,4,2,2002,Pernambuco,-7.516307,-39.72272834
583,Progne subis,Exu,PE,9,2,2003,Pernambuco,-7.516307,-39.72272834
584,Progne subis,Exu,PE,13,4,2003,Pernambuco,-7.516307,-39.72272834
585,Progne subis,Exu,PE,16,1,2005,Pernambuco,-7.516307,-39.72272834
586,Progne subis,Caseara,TO,13,12,2006,Tocantins,-9.26740622,-49.94869227
587,Progne subis,Poconé,MT,17,12,1983,Mato Grosso,-16.25950947,-56.62650935
588,Progne Subis,Guatapará,SP,8,3,2019,São Paulo,-21.49189465,-48.03772936
589,Progne Subis,Guatapará,SP,4,3,2019,São Paulo,-21.49189465,-48.03772936
590,Progne subis,Campo Grande,MS,14,3,2019,Mato Grosso do Sul,-9.9569226,-36.79084005
591,Progne subis,Três Lagoas,MS,23,2,2019,Mato Grosso do Sul,-20.78867916,-51.71000063
592,NID,Domingos Martins,ES,16,2,2019,Espírito Santo,-20.36423852,-40.65939635
593,NID,Domingos Martins,ES,16,2,2019,Espírito Santo,-20.36423852,-40.65939635
594,Progne subis,Luís Eduardo Magalhães,BA,9,2,2019,Bahia,-12.07837226,-45.80046441
595,Progne subis,Luís Eduardo Magalhães,BA,9,2,2019,Bahia,-12.07837226,-45.80046441
596,Progne subis,Luís Eduardo Magalhães,BA,9,2,2019,Bahia,-12.07837226,-45.80046441
597,Progne subis,Manaus,AM,4,3,2019,Amazonas,-3.13469149,-60.02333518
598,Progne subis,Manaus,AM,4,3,2019,Amazonas,-3.13469149,-60.02333518
599,Progne subis,Guatapará,SP,4,3,2019,São Paulo,-21.49189465,-48.03772936
600,Progne subis,Guatapará,SP,4,3,2019,São Paulo,-21.49189465,-48.03772936
601,Progne subis,Guatapará,SP,4,3,2019,São Paulo,-21.49189465,-48.03772936
602,Progne subis,Porto Seguro,BA,3,3,2019,Bahia,-16.44905618,-39.06211352
603,Progne subis,Guatapará,SP,8,3,2019,São Paulo,-21.49189465,-48.03772936
604,Progne subis,Jaborandi,SP,10,3,2019,São Paulo,-13.625934,-44.46596999
605,,Guatapará,SP,12,3,2019,São Paulo,-21.49189465,-48.03772936
606,,Guatapará,SP,12,3,2019,São Paulo,-21.49189465,-48.03772936
607,NID,Rio das Ostras,RJ,10,3,2019,Rio de Janeiro,-22.52394119,-41.93696713
608,NID,Guatapará,SP,8,3,2019,São Paulo,-21.49189465,-48.03772936
609,,Guatapará,SP,8,3,2019,São Paulo,-21.49189465,-48.03772936
610,,,,,,,,,
611,,,,,,,,,
612,,,,,,,,,
613,,,,,,,,,
614,,,,,,,,,
615,,,,,,,,,
616,,,,,,,,,
617,,,,,,,,,
618,,,,,,,,,
619,,,,,,,,,
620,,,,,,,,,
621,,,,,,,,,
622,,,,,,,,,
623,,,,,,,,,
624,,,,,,,,,
625,,,,,,,,,
626,,,,,,,,,
627,,,,,,,,,
628,,,,,,,,,
629,,,,,,,,,
630,,,,,,,,,
631,,,,,,,,,
632,,,,,,,,,
633,,,,,,,,,
634,,,,,,,,,
635,,,,,,,,,
636,,,,,,,,,
637,,,,,,,,,
638,,,,,,,,,
639,,,,,,,,,
640,,,,,,,,,
641,,,,,,,,,
642,,,,,,,,,
643,,,,,,,,,
644,,,,,,,,,
645,,,,,,,,,
646,,,,,,,,,
647,,,,,,,,,
648,,,,,,,,,
649,,,,,,,,,
650,,,,,,,,,
651,,,,,,,,,
652,,,,,,,,,
653,,,,,,,,,
654,,,,,,,,,
655,,,,,,,,,
656,,,,,,,,,
657,,,,,,,,,
658,,,,,,,,,
659,,,,,,,,,
660,,,,,,,,,
661,,,,,,,,,
662,,,,,,,,,
663,,,,,,,,,
664,,,,,,,,,
665,,,,,,,,,
666,,,,,,,,,
667,,,,,,,,,
668,,,,,,,,,
669,,,,,,,,,
670,,,,,,,,,
671,,,,,,,,,
672,,,,,,,,,
673,,,,,,,,,
674,,,,,,,,,
675,,,,,,,,,
676,,,,,,,,,
677,,,,,,,,,
678,,,,,,,,,
679,,,,,,,,,
680,,,,,,,,,
681,,,,,,,,,
682,,,,,,,,,
683,,,,,,,,,
684,,,,,,,,,
685,,,,,,,,,
686,,,,,,,,,
687,,,,,,,,,
688,,,,,,,,,
689,,,,,,,,,
690,,,,,,,,,
691,,,,,,,,,
692,,,,,,,,,
693,,,,,,,,,
694,,,,,,,,,
695,,,,,,,,,
696,,,,,,,,,
697,,,,,,,,,
698,,,,,,,,,
699,,,,,,,,,
700,,,,,,,,,
701,,,,,,,,,
702,,,,,,,,,
703,,,,,,,,,
704,,,,,,,,,
705,,,,,,,,,
706,,,,,,,,,
707,,,,,,,,,
708,,,,,,,,,
709,,,,,,,,,
710,,,,,,,,,
711,,,,,,,,,
712,,,,,,,,,
713,,,,,,,,,
714,,,,,,,,,
715,,,,,,,,,
716,,,,,,,,,
717,,,,,,,,,
718,,,,,,,,,
719,,,,,,,,,
720,,,,,,,,,
721,,,,,,,,,
722,,,,,,,,,
723,,,,,,,,,
724,,,,,,,,,
725,,,,,,,,,
726,,,,,,,,,
727,,,,,,,,,
728,,,,,,,,,
729,,,,,,,,,
730,,,,,,,,,
731,,,,,,,,,
732,,,,,,,,,
733,,,,,,,,,
734,,,,,,,,,
735,,,,,,,,,
736,,,,,,,,,
737,,,,,,,,,
738,,,,,,,,,
739,,,,,,,,,
740,,,,,,,,,
741,,,,,,,,,
742,,,,,,,,,
743,,,,,,,,,
744,,,,,,,,,
745,,,,,,,,,
746,,,,,,,,,
747,,,,,,,,,
748,,,,,,,,,
749,,,,,,,,,
750,,,,,,,,,
751,,,,,,,,,
752,,,,,,,,,
753,,,,,,,,,
754,,,,,,,,,
755,,,,,,,,,
756,,,,,,,,,
757,,,,,,,,,
758,,,,,,,,,
759,,,,,,,,,
760,,,,,,,,,
761,,,,,,,,,
762,,,,,,,,,
763,,,,,,,,,
764,,,,,,,,,
765,,,,,,,,,
766,,,,,,,,,
767,,,,,,,,,
768,,,,,,,,,
769,,,,,,,,,
770,,,,,,,,,
771,,,,,,,,,
772,,,,,,,,,
773,,,,,,,,,
774,,,,,,,,,
775,,,,,,,,,
776,,,,,,,,,
777,,,,,,,,,
778,,,,,,,,,
779,,,,,,,,,
780,,,,,,,,,
781,,,,,,,,,
